Age;Gender;Education Level;Job Title;Years of Experience;Salary;Country;Race
33.0;Female;Bachelor;Marketing Manager;9.0;140000.0;USA;Asian
25.0;Female;Bachelor;Marketing Manager;2.0;55000.0;Canada;Asian
25.0;Female;Bachelor;Marketing Manager;3.0;65000.0;UK;Asian
28.0;Female;Master;Marketing Manager;7.0;110000.0;UK;White
25.0;Female;Bachelor;Marketing Manager;3.0;65000.0;China;Korean
28.0;Female;Master;Marketing Manager;7.0;110000.0;Australia;Australian
25.0;Female;Bachelor;Marketing Manager;3.0;65000.0;USA;Asian
28.0;Female;Master;Marketing Manager;7.0;110000.0;USA;Asian
25.0;Female;Bachelor;Marketing Manager;3.0;65000.0;USA;White
28.0;Female;Master;Marketing Manager;7.0;110000.0;Canada;Asian
25.0;Female;Bachelor;Marketing Manager;3.0;65000.0;China;White
28.0;Female;Master;Marketing Manager;7.0;110000.0;USA;White
25.0;Female;Bachelor;Marketing Manager;3.0;65000.0;Canada;Black
28.0;Female;Master;Marketing Manager;7.0;110000.0;China;Chinese
25.0;Female;Bachelor;Marketing Manager;3.0;65000.0;Australia;Asian
28.0;Female;Master;Marketing Manager;7.0;110000.0;China;Korean
25.0;Female;Bachelor;Marketing Manager;3.0;65000.0;UK;Welsh
28.0;Female;Master;Marketing Manager;7.0;110000.0;UK;Mixed
39.0;Female;Master;Marketing Manager;12.0;150000.0;Canada;Asian
33.0;Male;Bachelor;Marketing Manager;7.0;110000.0;Australia;Asian
39.0;Female;Master;Marketing Manager;12.0;150000.0;Australia;Australian
33.0;Male;Bachelor;Marketing Manager;7.0;110000.0;Canada;Asian
39.0;Female;Master;Marketing Manager;12.0;150000.0;China;Chinese
33.0;Male;Bachelor;Marketing Manager;7.0;110000.0;Canada;Black
39.0;Female;Master;Marketing Manager;12.0;150000.0;UK;Asian
33.0;Male;Bachelor;Marketing Manager;7.0;110000.0;USA;Asian
39.0;Female;Master;Marketing Manager;12.0;150000.0;USA;Asian
33.0;Male;Bachelor;Marketing Manager;7.0;110000.0;Australia;Asian
34.0;Male;Bachelor;Marketing Manager;9.0;130000.0;China;Korean
39.0;Female;Master;Marketing Manager;14.0;170000.0;Canada;Black
34.0;Male;Bachelor;Marketing Manager;9.0;130000.0;UK;Asian
39.0;Female;Master;Marketing Manager;14.0;170000.0;Australia;White
34.0;Male;Bachelor;Marketing Manager;9.0;130000.0;Canada;Asian
39.0;Female;Master;Marketing Manager;14.0;170000.0;USA;Asian
34.0;Male;Bachelor;Marketing Manager;9.0;130000.0;China;Korean
39.0;Female;Master;Marketing Manager;14.0;170000.0;Canada;Black
34.0;Male;Bachelor;Marketing Manager;9.0;130000.0;Australia;Asian
33.0;Male;Bachelor;Marketing Manager;9.0;130000.0;USA;African American
38.0;Female;Master;Marketing Manager;14.0;170000.0;Australia;Australian
33.0;Male;Bachelor;Marketing Manager;9.0;130000.0;Canada;Black
38.0;Female;Master;Marketing Manager;14.0;170000.0;Canada;Asian
33.0;Male;Bachelor;Marketing Manager;9.0;130000.0;UK;Asian
38.0;Female;Master;Marketing Manager;14.0;170000.0;Australia;Asian
33.0;Male;Bachelor;Marketing Manager;9.0;130000.0;Canada;White
38.0;Female;Master;Marketing Manager;14.0;170000.0;UK;White
33.0;Male;Bachelor;Marketing Manager;9.0;130000.0;Australia;White
33.0;Male;Master;Marketing Manager;9.0;130000.0;USA;White
33.0;Female;Master;Marketing Manager;9.0;130000.0;China;White
33.0;Female;Master;Marketing Manager;9.0;130000.0;Canada;Black
33.0;Female;Master;Marketing Manager;9.0;130000.0;USA;White
33.0;Female;Master;Marketing Manager;9.0;130000.0;China;Korean
33.0;Female;Master;Marketing Manager;9.0;130000.0;USA;African American
33.0;Female;Master;Marketing Manager;9.0;130000.0;China;White
33.0;Female;Master;Marketing Manager;9.0;130000.0;Canada;Black
33.0;Female;Master;Marketing Manager;9.0;130000.0;USA;Hispanic
31.0;Female;Bachelor;Marketing Manager;7.0;100000.0;UK;Mixed
33.0;Female;Master;Marketing Manager;8.0;120000.0;USA;Asian
33.0;Female;Master;Marketing Manager;9.0;130000.0;UK;Asian
33.0;Female;Master;Marketing Manager;9.0;130000.0;Canada;Black
33.0;Female;Master;Marketing Manager;9.0;130000.0;China;White
33.0;Female;Master;Marketing Manager;9.0;130000.0;USA;Asian
33.0;Female;Master;Marketing Manager;9.0;130000.0;UK;Mixed
33.0;Female;Master;Marketing Manager;9.0;130000.0;USA;Hispanic
33.0;Female;Master;Marketing Manager;9.0;130000.0;UK;White
33.0;Female;Master;Marketing Manager;9.0;130000.0;Canada;Black
32.0;Female;Master;Marketing Manager;8.0;120000.0;UK;Welsh
31.0;Female;Bachelor;Marketing Manager;7.0;100000.0;China;Korean
33.0;Female;Master;Marketing Manager;8.0;120000.0;UK;Welsh
33.0;Female;Master;Marketing Manager;9.0;130000.0;Australia;Asian
33.0;Female;Master;Marketing Manager;9.0;130000.0;China;Korean
33.0;Female;Master;Marketing Manager;9.0;130000.0;UK;White
33.0;Female;Master;Marketing Manager;9.0;130000.0;USA;African American
33.0;Female;Master;Marketing Manager;9.0;130000.0;China;White
33.0;Female;Master;Marketing Manager;9.0;130000.0;USA;African American
33.0;Female;Master;Marketing Manager;9.0;130000.0;USA;Asian
31.0;Female;Bachelor;Marketing Manager;7.0;100000.0;UK;Asian
33.0;Female;Master;Marketing Manager;8.0;120000.0;China;Korean
33.0;Female;Master;Marketing Manager;9.0;130000.0;USA;White
33.0;Female;Master;Marketing Manager;9.0;130000.0;UK;Asian
33.0;Female;Master;Marketing Manager;9.0;130000.0;China;Korean
33.0;Female;Master;Marketing Manager;9.0;130000.0;Australia;White
33.0;Female;Master;Marketing Manager;9.0;130000.0;Australia;Asian
33.0;Female;Master;Marketing Manager;9.0;130000.0;China;White
33.0;Female;Master;Marketing Manager;9.0;130000.0;UK;Welsh
32.0;Female;Bachelor;Marketing Manager;8.0;115000.0;UK;White
33.0;Female;Master;Marketing Manager;9.0;135000.0;Australia;Australian
33.0;Female;Master;Marketing Manager;9.0;135000.0;China;Chinese
33.0;Female;Master;Marketing Manager;9.0;135000.0;USA;Asian
33.0;Female;Master;Marketing Manager;9.0;135000.0;Australia;White
33.0;Female;Master;Marketing Manager;9.0;135000.0;China;White
33.0;Female;Master;Marketing Manager;9.0;135000.0;Australia;Asian
33.0;Female;Master;Marketing Manager;9.0;135000.0;China;Korean
33.0;Female;Master;Marketing Manager;9.0;135000.0;UK;White
32.0;Female;Bachelor;Marketing Manager;7.0;120000.0;Canada;White
33.0;Female;Master;Marketing Manager;9.0;135000.0;Australia;Australian
33.0;Female;Master;Marketing Manager;9.0;135000.0;Canada;Asian
33.0;Female;Master;Marketing Manager;9.0;135000.0;Canada;White
33.0;Female;Master;Marketing Manager;9.0;135000.0;UK;Welsh
33.0;Female;Master;Marketing Manager;9.0;135000.0;Australia;Australian
33.0;Female;Master;Marketing Manager;9.0;135000.0;China;Korean
33.0;Female;Master;Marketing Manager;9.0;135000.0;Canada;Black
33.0;Female;Master;Marketing Manager;9.0;135000.0;China;Korean
37.0;Male;PhD;Marketing Manager;7.0;90000.0;UK;Mixed
39.0;Male;PhD;Marketing Manager;10.0;100000.0;China;Chinese
31.0;Female;PhD;Marketing Manager;6.0;75000.0;UK;Mixed
35.0;Male;PhD;Marketing Manager;7.0;90000.0;UK;White
37.0;Female;Bachelor;Marketing Manager;7.0;90000.0;Canada;Black
35.0;Male;PhD;Marketing Manager;8.0;80000.0;China;Korean
43.0;Female;Bachelor;Marketing Manager;12.0;120000.0;Australia;Australian
46.0;Female;Master;Marketing Manager;14.0;140000.0;China;Korean
27.0;Female;PhD;Marketing Manager;4.0;55000.0;Canada;Black
43.0;Female;Bachelor;Marketing Manager;12.0;120000.0;Canada;Asian
35.0;Female;PhD;Marketing Manager;8.0;80000.0;Canada;White
45.0;Male;Master;Marketing Manager;13.0;130000.0;UK;Asian
27.0;Male;PhD;Marketing Manager;4.0;55000.0;Australia;Asian
45.0;Male;Master;Marketing Manager;13.0;130000.0;Canada;White
27.0;Male;PhD;Marketing Manager;4.0;55000.0;China;Chinese
45.0;Male;Master;Marketing Manager;13.0;130000.0;USA;Hispanic
27.0;Male;PhD;Marketing Manager;4.0;55000.0;USA;African American
45.0;Male;Master;Marketing Manager;13.0;130000.0;Canada;Asian
27.0;Male;PhD;Marketing Manager;4.0;55000.0;UK;Mixed
45.0;Male;Master;Marketing Manager;13.0;130000.0;Canada;Black
27.0;Male;PhD;Marketing Manager;4.0;55000.0;Canada;Asian
45.0;Male;Master;Marketing Manager;13.0;130000.0;Australia;Australian
27.0;Male;PhD;Marketing Manager;4.0;55000.0;UK;Asian
37.0;Male;Master;Marketing Manager;11.0;110000.0;Australia;Australian
50.0;Male;PhD;Marketing Manager;18.0;180000.0;Canada;Black
27.0;Male;PhD;Marketing Manager;4.0;55000.0;Canada;White
35.0;Female;PhD;Marketing Manager;8.0;80000.0;Canada;Asian
45.0;Male;Master;Marketing Manager;13.0;130000.0;USA;African American
27.0;Male;PhD;Marketing Manager;4.0;55000.0;Canada;White
45.0;Male;Master;Marketing Manager;13.0;130000.0;Australia;Australian
27.0;Male;PhD;Marketing Manager;4.0;55000.0;UK;Welsh
45.0;Male;Master;Marketing Manager;13.0;130000.0;Canada;Asian
27.0;Male;PhD;Marketing Manager;4.0;55000.0;Australia;White
45.0;Male;Master;Marketing Manager;13.0;130000.0;USA;White
27.0;Male;PhD;Marketing Manager;4.0;55000.0;China;Korean
45.0;Male;Master;Marketing Manager;13.0;130000.0;Canada;White
27.0;Male;PhD;Marketing Manager;4.0;55000.0;USA;Hispanic
45.0;Male;Master;Marketing Manager;13.0;130000.0;China;Korean
27.0;Male;PhD;Marketing Manager;4.0;55000.0;Canada;Asian
45.0;Male;Master;Marketing Manager;13.0;130000.0;China;Korean
38.0;Male;Master;Marketing Manager;12.0;120000.0;UK;White
51.0;Male;PhD;Marketing Manager;19.0;190000.0;Canada;White
28.0;Male;PhD;Marketing Manager;4.0;55000.0;Canada;White
36.0;Female;PhD;Marketing Manager;9.0;95000.0;Australia;White
46.0;Male;Master;Marketing Manager;14.0;140000.0;USA;Asian
28.0;Male;PhD;Marketing Manager;4.0;55000.0;Australia;Asian
36.0;Female;PhD;Marketing Manager;9.0;95000.0;USA;African American
46.0;Male;Master;Marketing Manager;14.0;140000.0;UK;Asian
28.0;Male;PhD;Marketing Manager;4.0;55000.0;USA;Hispanic
36.0;Female;PhD;Marketing Manager;9.0;95000.0;USA;White
46.0;Male;Master;Marketing Manager;14.0;140000.0;Australia;Asian
28.0;Male;PhD;Marketing Manager;4.0;55000.0;Canada;Asian
36.0;Female;PhD;Marketing Manager;9.0;95000.0;China;Chinese
46.0;Male;Master;Marketing Manager;14.0;140000.0;China;Korean
39.0;Female;Bachelor;Marketing Specialist;10.0;65000.0;Canada;White
30.0;Male;Bachelor;Network Engineer;3.0;60000.0;China;Korean
40.0;Female;Bachelor;Office Manager;15.0;65000.0;USA;White
45.0;Male;Bachelor;Operations Analyst;20.0;110000.0;China;Chinese
48.0;Male;Master;Operations Director;18.0;190000.0;Canada;Black
44.0;Male;Bachelor;Operations Manager;16.0;125000.0;China;Chinese
50.0;Female;Bachelor;Operations Manager;22.0;160000.0;USA;White
35.0;Male;Bachelor;Operations Manager;8.0;90000.0;UK;Asian
33.0;Male;Bachelor;Operations Manager;6.0;75000.0;USA;Hispanic
31.0;Male;Bachelor;Operations Manager;5.0;70000.0;China;Chinese
33.0;Male;Bachelor;Operations Manager;6.0;75000.0;UK;Mixed
31.0;Male;Bachelor;Operations Manager;5.0;70000.0;UK;Welsh
33.0;Male;Bachelor;Operations Manager;6.0;75000.0;China;Korean
31.0;Male;Bachelor;Operations Manager;5.0;70000.0;UK;Asian
33.0;Male;Bachelor;Operations Manager;6.0;75000.0;China;Chinese
31.0;Male;Bachelor;Operations Manager;5.0;70000.0;China;Korean
33.0;Male;Bachelor;Operations Manager;6.0;75000.0;Australia;White
31.0;Male;Bachelor;Operations Manager;5.0;70000.0;China;White
33.0;Male;Bachelor;Operations Manager;6.0;75000.0;Australia;Asian
31.0;Male;Bachelor;Operations Manager;5.0;70000.0;USA;African American
33.0;Male;Bachelor;Operations Manager;6.0;75000.0;USA;White
31.0;Male;Bachelor;Operations Manager;5.0;70000.0;Canada;White
33.0;Male;Bachelor;Operations Manager;6.0;75000.0;Australia;Australian
34.0;Male;Bachelor;Operations Manager;8.0;90000.0;China;White
32.0;Male;Bachelor;Operations Manager;6.0;75000.0;China;White
30.0;Male;Bachelor;Operations Manager;5.0;70000.0;USA;Asian
32.0;Male;Bachelor;Operations Manager;6.0;75000.0;China;Chinese
30.0;Male;Bachelor;Operations Manager;5.0;70000.0;USA;African American
32.0;Male;Bachelor;Operations Manager;6.0;75000.0;UK;Welsh
30.0;Male;Bachelor;Operations Manager;5.0;70000.0;UK;Mixed
32.0;Male;Bachelor;Operations Manager;6.0;75000.0;China;Chinese
30.0;Male;Bachelor;Operations Manager;5.0;70000.0;Canada;White
32.0;Male;Bachelor;Operations Manager;6.0;75000.0;USA;Asian
30.0;Male;Bachelor;Operations Manager;5.0;70000.0;Australia;Australian
32.0;Male;Bachelor;Operations Manager;6.0;75000.0;USA;African American
30.0;Male;Bachelor;Operations Manager;5.0;70000.0;China;Chinese
32.0;Male;Bachelor;Operations Manager;6.0;75000.0;USA;Asian
30.0;Male;Bachelor;Operations Manager;5.0;70000.0;UK;Welsh
32.0;Male;Bachelor;Operations Manager;6.0;75000.0;Canada;Black
36.0;Male;Bachelor;Operations Manager;8.0;100000.0;Australia;Asian
33.0;Male;Bachelor;Operations Manager;7.0;85000.0;Australia;Asian
31.0;Male;Bachelor;Operations Manager;6.0;75000.0;Canada;White
33.0;Male;Bachelor;Operations Manager;7.0;85000.0;UK;Welsh
31.0;Male;Bachelor;Operations Manager;6.0;75000.0;USA;Asian
33.0;Male;Bachelor;Operations Manager;7.0;85000.0;Canada;Asian
31.0;Male;Bachelor;Operations Manager;6.0;75000.0;China;Korean
33.0;Male;Bachelor;Operations Manager;7.0;85000.0;Canada;Asian
31.0;Male;Bachelor;Operations Manager;6.0;75000.0;Australia;Asian
33.0;Male;Bachelor;Operations Manager;7.0;85000.0;USA;White
31.0;Male;Bachelor;Operations Manager;6.0;75000.0;Australia;Australian
33.0;Male;Bachelor;Operations Manager;7.0;85000.0;UK;Welsh
31.0;Male;Bachelor;Operations Manager;6.0;75000.0;China;Chinese
33.0;Male;Bachelor;Operations Manager;7.0;85000.0;USA;Asian
31.0;Male;Bachelor;Operations Manager;6.0;75000.0;USA;White
33.0;Male;Bachelor;Operations Manager;7.0;85000.0;Australia;Asian
44.0;Male;Bachelor;Operations Manager;18.0;170000.0;USA;Hispanic
36.0;Male;Bachelor;Operations Manager;9.0;110000.0;UK;Asian
32.0;Male;Bachelor;Operations Manager;6.0;90000.0;UK;Asian
36.0;Male;Bachelor;Operations Manager;9.0;110000.0;China;Korean
32.0;Male;Bachelor;Operations Manager;6.0;90000.0;Australia;Australian
36.0;Male;Bachelor;Operations Manager;9.0;110000.0;USA;African American
32.0;Male;Bachelor;Operations Manager;6.0;90000.0;USA;African American
36.0;Male;Bachelor;Operations Manager;9.0;110000.0;Australia;Asian
32.0;Male;Bachelor;Operations Manager;6.0;90000.0;USA;White
36.0;Male;Bachelor;Operations Manager;9.0;110000.0;USA;Hispanic
32.0;Male;Bachelor;Operations Manager;6.0;90000.0;China;White
36.0;Male;Bachelor;Operations Manager;9.0;110000.0;UK;Mixed
32.0;Male;Bachelor;Operations Manager;6.0;90000.0;China;White
36.0;Male;Bachelor;Operations Manager;9.0;110000.0;China;Korean
32.0;Male;Bachelor;Operations Manager;6.0;90000.0;China;White
36.0;Male;Bachelor;Operations Manager;9.0;110000.0;UK;Welsh
45.0;Male;Bachelor;Operations Manager;19.0;174000.0;Canada;Asian
37.0;Male;Bachelor;Operations Manager;10.0;113000.0;Australia;Asian
33.0;Male;Bachelor;Operations Manager;7.0;96000.0;Australia;Australian
37.0;Male;Bachelor;Operations Manager;10.0;113000.0;UK;Asian
33.0;Male;Bachelor;Operations Manager;7.0;96000.0;USA;Hispanic
37.0;Male;Bachelor;Operations Manager;10.0;113000.0;USA;White
33.0;Male;Bachelor;Operations Manager;7.0;96000.0;Australia;Asian
37.0;Male;Bachelor;Operations Manager;10.0;113000.0;Australia;Asian
33.0;Male;Bachelor;Operations Manager;7.0;96000.0;UK;Asian
37.0;Male;Bachelor;Operations Manager;10.0;113000.0;China;White
33.0;Male;Bachelor;Operations Manager;7.0;96000.0;China;Chinese
37.0;Male;Bachelor;Operations Manager;10.0;113000.0;Canada;Black
33.0;Male;Bachelor;Operations Manager;7.0;96000.0;China;White
37.0;Male;Bachelor;Operations Manager;10.0;113000.0;Canada;Black
33.0;Male;Bachelor;Operations Manager;7.0;96000.0;China;Chinese
37.0;Male;Bachelor;Operations Manager;10.0;113000.0;China;White
39.0;Male;Bachelor;Operations Manager;13.0;127000.0;UK;Asian
38.0;Male;Bachelor;Operations Manager;11.0;119000.0;Australia;Asian
34.0;Male;Bachelor;Operations Manager;8.0;101000.0;USA;White
38.0;Male;Bachelor;Operations Manager;11.0;119000.0;USA;Hispanic
34.0;Male;Bachelor;Operations Manager;8.0;101000.0;USA;African American
38.0;Male;Bachelor;Operations Manager;11.0;119000.0;USA;African American
34.0;Male;Bachelor;Operations Manager;8.0;101000.0;China;Korean
38.0;Male;Bachelor;Operations Manager;11.0;119000.0;USA;African American
34.0;Male;Bachelor;Operations Manager;8.0;101000.0;USA;African American
38.0;Male;Bachelor;Operations Manager;11.0;119000.0;USA;Hispanic
34.0;Male;Bachelor;Operations Manager;8.0;101000.0;Australia;White
38.0;Male;Bachelor;Operations Manager;11.0;119000.0;Canada;Asian
34.0;Male;Bachelor;Operations Manager;8.0;101000.0;USA;African American
38.0;Male;Bachelor;Operations Manager;11.0;119000.0;China;Chinese
34.0;Male;Bachelor;Operations Manager;8.0;101000.0;Canada;Black
38.0;Male;Bachelor;Operations Manager;11.0;119000.0;Australia;Asian
36.0;Female;Bachelor;Operations Manager;7.0;91000.0;USA;White
38.0;Male;Bachelor;Operations Manager;11.0;119000.0;Canada;Black
34.0;Male;Bachelor;Operations Manager;8.0;104000.0;Australia;White
38.0;Male;Bachelor;Operations Manager;11.0;119000.0;Australia;Australian
34.0;Male;Bachelor;Operations Manager;8.0;104000.0;USA;White
38.0;Male;Bachelor;Operations Manager;11.0;119000.0;UK;Welsh
34.0;Male;Bachelor;Operations Manager;8.0;104000.0;Canada;White
38.0;Male;Bachelor;Operations Manager;11.0;119000.0;China;Chinese
34.0;Male;Bachelor;Operations Manager;8.0;104000.0;Canada;Asian
38.0;Male;Bachelor;Operations Manager;11.0;119000.0;USA;African American
34.0;Male;Bachelor;Operations Manager;8.0;104000.0;USA;Hispanic
38.0;Male;Bachelor;Operations Manager;11.0;119000.0;Canada;Asian
34.0;Male;Bachelor;Operations Manager;8.0;104000.0;China;Korean
38.0;Male;Bachelor;Operations Manager;11.0;119000.0;China;White
34.0;Male;Bachelor;Operations Manager;8.0;104000.0;Canada;Asian
38.0;Male;Bachelor;Operations Manager;11.0;119000.0;USA;Hispanic
48.0;Male;PhD;Principal Engineer;20.0;170000.0;USA;Hispanic
36.0;Male;PhD;Principal Scientist;11.0;120000.0;UK;Mixed
33.0;Male;Master;Product Designer;6.0;90000.0;China;Korean
27.0;Male;Bachelor;Product Designer;3.0;60000.0;USA;African American
27.0;Male;Bachelor;Product Designer;3.0;60000.0;Canada;Black
27.0;Male;Bachelor;Product Designer;3.0;60000.0;China;Korean
27.0;Male;Bachelor;Product Designer;3.0;60000.0;USA;African American
27.0;Male;Bachelor;Product Designer;3.0;60000.0;China;Korean
27.0;Male;Bachelor;Product Designer;3.0;60000.0;UK;Asian
27.0;Male;Bachelor;Product Designer;3.0;60000.0;UK;Welsh
27.0;Male;Bachelor;Product Designer;3.0;60000.0;Australia;Australian
28.0;Male;Bachelor;Product Designer;3.0;60000.0;UK;White
28.0;Male;Bachelor;Product Designer;3.0;60000.0;USA;African American
28.0;Male;Bachelor;Product Designer;3.0;60000.0;UK;Welsh
28.0;Male;Bachelor;Product Designer;3.0;60000.0;UK;White
28.0;Male;Bachelor;Product Designer;3.0;60000.0;UK;Mixed
28.0;Male;Bachelor;Product Designer;3.0;60000.0;UK;White
28.0;Male;Bachelor;Product Designer;3.0;60000.0;USA;Asian
28.0;Male;Bachelor;Product Designer;3.0;60000.0;Canada;Black
29.0;Male;Bachelor;Product Designer;3.0;60000.0;China;Chinese
29.0;Male;Bachelor;Product Designer;3.0;60000.0;Australia;Asian
29.0;Male;Bachelor;Product Designer;3.0;60000.0;UK;Welsh
29.0;Male;Bachelor;Product Designer;3.0;60000.0;China;Chinese
29.0;Male;Bachelor;Product Designer;3.0;60000.0;Australia;Australian
29.0;Male;Bachelor;Product Designer;3.0;60000.0;UK;Mixed
29.0;Male;Bachelor;Product Designer;3.0;60000.0;USA;Hispanic
29.0;Male;Bachelor;Product Designer;3.0;60000.0;USA;Asian
26.0;Male;Bachelor;Product Designer;2.0;50000.0;Australia;Australian
26.0;Male;Bachelor;Product Designer;2.0;50000.0;USA;Asian
26.0;Male;Bachelor;Product Designer;2.0;50000.0;Australia;Asian
26.0;Male;Bachelor;Product Designer;2.0;50000.0;Australia;White
26.0;Male;Bachelor;Product Designer;2.0;50000.0;Canada;Black
26.0;Male;Bachelor;Product Designer;2.0;50000.0;Australia;Australian
26.0;Male;Bachelor;Product Designer;2.0;50000.0;UK;White
26.0;Male;Bachelor;Product Designer;2.0;50000.0;USA;Hispanic
26.0;Male;Bachelor;Product Designer;1.0;50000.0;USA;White
26.0;Male;Bachelor;Product Designer;2.0;55000.0;China;Chinese
26.0;Male;Bachelor;Product Designer;2.0;55000.0;USA;Hispanic
26.0;Male;Bachelor;Product Designer;2.0;55000.0;Canada;White
26.0;Male;Bachelor;Product Designer;2.0;55000.0;China;White
26.0;Male;Bachelor;Product Designer;2.0;55000.0;Canada;Black
26.0;Male;Bachelor;Product Designer;2.0;55000.0;Canada;Black
26.0;Male;Bachelor;Product Designer;2.0;55000.0;Canada;Black
26.0;Male;Bachelor;Product Designer;2.0;55000.0;Australia;Australian
26.0;Male;Bachelor;Product Designer;1.0;50000.0;USA;White
26.0;Male;Bachelor;Product Designer;2.0;55000.0;Canada;White
26.0;Male;Bachelor;Product Designer;2.0;55000.0;UK;Asian
26.0;Male;Bachelor;Product Designer;2.0;55000.0;China;Korean
26.0;Male;Bachelor;Product Designer;2.0;55000.0;China;Korean
26.0;Male;Bachelor;Product Designer;2.0;55000.0;Canada;Asian
26.0;Male;Bachelor;Product Designer;2.0;55000.0;UK;Asian
26.0;Male;Bachelor;Product Designer;2.0;55000.0;UK;White
26.0;Male;Bachelor;Product Designer;1.0;50000.0;Canada;White
26.0;Male;Bachelor;Product Designer;2.0;55000.0;China;Chinese
26.0;Male;Bachelor;Product Designer;2.0;55000.0;UK;Mixed
26.0;Male;Bachelor;Product Designer;2.0;55000.0;USA;African American
26.0;Male;Bachelor;Product Designer;2.0;55000.0;UK;Mixed
26.0;Male;Bachelor;Product Designer;2.0;55000.0;USA;White
26.0;Male;Bachelor;Product Designer;2.0;55000.0;China;White
26.0;Male;Bachelor;Product Designer;2.0;55000.0;Canada;Asian
27.0;Male;Bachelor;Product Designer;1.0;45000.0;China;White
27.0;Male;Bachelor;Product Designer;2.0;55000.0;Australia;Asian
27.0;Male;Bachelor;Product Designer;2.0;55000.0;China;White
27.0;Male;Bachelor;Product Designer;2.0;55000.0;UK;White
27.0;Male;Bachelor;Product Designer;2.0;55000.0;Canada;Black
27.0;Male;Bachelor;Product Designer;2.0;55000.0;USA;African American
27.0;Male;Bachelor;Product Designer;2.0;55000.0;USA;African American
27.0;Male;Bachelor;Product Designer;2.0;55000.0;USA;Hispanic
27.0;Male;Bachelor;Product Designer;2.0;55000.0;China;Korean
27.0;Male;Bachelor;Product Designer;2.0;55000.0;UK;Mixed
27.0;Male;Bachelor;Product Designer;2.0;55000.0;Canada;Black
27.0;Male;Bachelor;Product Designer;2.0;55000.0;Canada;White
27.0;Male;Bachelor;Product Designer;2.0;55000.0;China;Korean
27.0;Male;Bachelor;Product Designer;2.0;55000.0;China;White
27.0;Male;Bachelor;Product Designer;2.0;55000.0;China;Chinese
27.0;Male;Bachelor;Product Designer;2.0;55000.0;China;Korean
27.0;Male;Bachelor;Product Designer;2.0;55000.0;China;Chinese
42.0;Female;Master;Product Manager;12.0;120000.0;USA;Asian
35.0;Male;Master;Product Manager;7.0;105000.0;Canada;Asian
26.0;Male;Master;Product Manager;2.0;120000.0;China;White
32.0;Male;Bachelor;Product Manager;7.0;170000.0;USA;Asian
28.0;Male;Master;Product Manager;3.0;130000.0;Canada;Black
34.0;Male;Bachelor;Product Manager;9.0;185000.0;China;Chinese
28.0;Male;Master;Product Manager;3.0;130000.0;Australia;White
26.0;Female;Master;Product Manager;2.0;120000.0;USA;White
32.0;Male;Bachelor;Product Manager;7.0;170000.0;China;Chinese
28.0;Male;Master;Product Manager;3.0;130000.0;Canada;Asian
34.0;Male;Bachelor;Product Manager;9.0;185000.0;Canada;White
28.0;Male;Master;Product Manager;3.0;130000.0;Canada;Asian
26.0;Female;Master;Product Manager;2.0;120000.0;USA;White
32.0;Male;Bachelor;Product Manager;7.0;170000.0;USA;African American
28.0;Male;Master;Product Manager;3.0;130000.0;UK;Mixed
34.0;Male;Bachelor;Product Manager;9.0;185000.0;China;Korean
28.0;Male;Master;Product Manager;3.0;130000.0;Australia;Australian
26.0;Female;Master;Product Manager;2.0;120000.0;UK;Asian
32.0;Male;Bachelor;Product Manager;7.0;170000.0;China;Korean
28.0;Male;Master;Product Manager;3.0;130000.0;USA;Hispanic
34.0;Male;Bachelor;Product Manager;9.0;185000.0;China;Chinese
28.0;Male;Master;Product Manager;3.0;130000.0;USA;Asian
34.0;Male;Bachelor;Product Manager;9.0;185000.0;UK;Mixed
28.0;Male;Master;Product Manager;3.0;130000.0;Canada;Asian
26.0;Female;Master;Product Manager;2.0;120000.0;Australia;Australian
32.0;Male;Bachelor;Product Manager;7.0;170000.0;Canada;White
28.0;Male;Master;Product Manager;3.0;130000.0;UK;Mixed
34.0;Male;Bachelor;Product Manager;9.0;185000.0;China;Korean
28.0;Male;Master;Product Manager;3.0;130000.0;UK;Asian
34.0;Male;Bachelor;Product Manager;9.0;185000.0;China;White
28.0;Male;Master;Product Manager;3.0;130000.0;Canada;White
34.0;Male;Bachelor;Product Manager;9.0;185000.0;Australia;Asian
28.0;Male;Master;Product Manager;3.0;130000.0;Canada;Asian
34.0;Male;Bachelor;Product Manager;9.0;185000.0;Canada;White
28.0;Male;Master;Product Manager;3.0;130000.0;Australia;White
34.0;Male;Bachelor;Product Manager;9.0;185000.0;Australia;Australian
27.0;Female;Bachelor;Product Manager;4.0;150000.0;UK;Welsh
33.0;Female;Master;Product Manager;11.0;198000.0;USA;African American
34.0;Female;Master;Product Manager;12.0;196000.0;China;Chinese
30.0;Female;Bachelor;Product Manager;5.0;160000.0;Australia;White
33.0;Female;Master;Product Manager;11.0;198000.0;UK;Mixed
34.0;Female;Master;Product Manager;12.0;196000.0;Canada;White
27.0;Female;Bachelor;Product Manager;4.0;150000.0;China;White
33.0;Male;Master;Product Manager;11.0;198000.0;UK;White
34.0;Male;Master;Product Manager;12.0;196000.0;China;Korean
33.0;Female;Master;Product Manager;11.0;198000.0;USA;White
27.0;Female;Bachelor;Product Manager;4.0;150000.0;UK;White
33.0;Female;Master;Product Manager;11.0;198000.0;UK;White
34.0;Female;Master;Product Manager;12.0;196000.0;UK;Mixed
33.0;Female;Master;Product Manager;11.0;198000.0;Australia;Australian
